
Note: Compatibility modes selected: hs a


Circuit: SRAM 6T Cell Testbench - SKY130A

option SCALE: Scale is set to 0.01 for instance and model parameters
option SCALE: Scale is set to 1e-06 for instance and model parameters
option SCALE: Scale is set to 1e-06 for instance and model parameters
option SCALE: Scale is set to 1e-06 for instance and model parameters
option SCALE: Scale is set to 1e-06 for instance and model parameters
Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using KLU as Direct Linear Solver

No. of Data Rows : 3028

  Measurements for Transient Analysis

t_access            =  3.601934e-10 targ=  2.410193e-09 trig=  2.050000e-09

                        SRAM 6T Cell Testbench - SKY130A
                        Transient Analysis  Wed Jul  8 17:35:19  2026
--------------------------------------------------------------------------------
Index   time            v(wl)           v(bl)           v(blb)          
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	1.800000e+00	1.800000e+00	
1	1.000000e-13	0.000000e+00	1.800000e+00	1.800000e+00	
2	2.000000e-13	0.000000e+00	1.800000e+00	1.800000e+00	
3	4.000000e-13	0.000000e+00	1.800000e+00	1.800000e+00	
4	8.000000e-13	0.000000e+00	1.800000e+00	1.800000e+00	
5	1.600000e-12	0.000000e+00	1.800000e+00	1.800000e+00	
6	3.200000e-12	0.000000e+00	1.800000e+00	1.800000e+00	
7	6.400000e-12	0.000000e+00	1.800000e+00	1.800000e+00	
8	1.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
9	2.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
10	3.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
11	4.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
12	5.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
13	6.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
14	7.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
15	8.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
16	9.280000e-11	0.000000e+00	1.800000e+00	1.800000e+00	
17	1.028000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
18	1.128000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
19	1.228000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
20	1.328000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
21	1.428000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
22	1.528000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
23	1.628000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
24	1.728000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
25	1.828000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
26	1.928000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
27	2.028000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
28	2.128000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
29	2.228000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
30	2.328000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
31	2.428000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
32	2.528000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
33	2.628000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
34	2.728000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
35	2.828000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
36	2.928000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
37	3.028000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
38	3.128000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
39	3.228000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
40	3.328000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
41	3.428000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
42	3.528000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
43	3.628000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
44	3.728000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
45	3.828000e-10	0.000000e+00	1.800000e+00	1.800000e+00	
